store_id,name,store_type,status,latitude,longitude,address_street,address_city,address_state,address_postal_code,address_country,phone,services,hours_mon,hours_tue,hours_wed,hours_thu,hours_fri,hours_sat,hours_sun
S0209,Long Beach Store,regular,active,33.7252,-118.2112,286 Elm St,Long Beach,CA,90801,USA,828-568-6508,gift_wrapping|garden_center|returns|pickup,10:00-24:00,10:00-20:00,10:00-23:00,07:00-22:00,10:00-22:00,10:00-20:00,08:00-20:00
S0210,Oakland Store,express,active,37.8064,-122.2409,14 Elm St,Oakland,CA,94607,USA,699-733-3981,returns|pickup|pharmacy|optical|automotive,07:00-21:00,10:00-21:00,09:00-23:00,08:00-24:00,09:00-22:00,07:00-23:00,08:00-24:00
S0211,San Francisco Store,outlet,active,37.7831,-122.4023,823 Park St,San Francisco,CA,94102,USA,736-924-1887,pickup|photo_printing|garden_center|optical|gift_wrapping,06:00-23:00,09:00-23:00,08:00-20:00,07:00-24:00,10:00-22:00,08:00-23:00,07:00-21:00
S0212,San Jose Store,regular,active,37.3171,-121.872,228 Elm St,San Jose,CA,95101,USA,310-586-5809,photo_printing|garden_center|returns|pharmacy|pickup,10:00-24:00,09:00-20:00,07:00-24:00,07:00-22:00,08:00-23:00,09:00-24:00,10:00-21:00
S0213,San Diego Store,express,active,32.7448,-117.1199,114 Main St,San Diego,CA,92101,USA,333-431-2629,automotive|returns|pharmacy|garden_center,08:00-23:00,09:00-24:00,07:00-23:00,08:00-22:00,09:00-24:00,09:00-21:00,09:00-23:00
S0214,San Diego Store,regular,active,32.7335,-117.1154,158 Third St,San Diego,CA,92101,USA,818-953-6758,garden_center|returns|optical|pharmacy|pickup,07:00-21:00,08:00-20:00,closed,06:00-24:00,06:00-23:00,closed,07:00-21:00
S0215,San Francisco Store,regular,active,37.7787,-122.4257,400 Broadway St,San Francisco,CA,94102,USA,240-922-9094,garden_center|optical,closed,10:00-21:00,06:00-24:00,10:00-22:00,10:00-22:00,08:00-22:00,08:00-24:00
S0216,San Diego Store,regular,active,32.7284,-117.1559,175 Elm St,San Diego,CA,92101,USA,579-527-1226,optical|photo_printing,10:00-22:00,10:00-24:00,06:00-20:00,08:00-23:00,09:00-24:00,06:00-24:00,10:00-23:00
S0217,Detroit Store,flagship,active,42.3235,-83.0819,992 Broadway St,Detroit,MI,48201,USA,671-291-6354,optical|automotive|garden_center,09:00-22:00,09:00-20:00,06:00-24:00,09:00-20:00,07:00-22:00,08:00-21:00,09:00-20:00
S0218,Grand Rapids Store,outlet,temporarily_closed,42.9319,-85.687,150 Broadway St,Grand Rapids,MI,49503,USA,495-985-9227,photo_printing|automotive|returns|pickup,10:00-22:00,10:00-22:00,06:00-23:00,07:00-23:00,closed,07:00-24:00,08:00-21:00
S0219,Grand Rapids Store,outlet,active,42.9814,-85.6606,649 Oak St,Grand Rapids,MI,49503,USA,258-630-4547,pharmacy|garden_center|gift_wrapping|photo_printing,06:00-24:00,06:00-22:00,10:00-24:00,06:00-22:00,06:00-22:00,06:00-24:00,06:00-24:00
S0220,Grand Rapids Store,regular,active,42.983,-85.6985,813 Third St,Grand Rapids,MI,49503,USA,958-751-2062,returns|pickup,08:00-23:00,06:00-24:00,07:00-20:00,10:00-24:00,06:00-20:00,07:00-23:00,09:00-21:00
S0221,Detroit Store,regular,active,42.2915,-83.0714,821 Second St,Detroit,MI,48201,USA,821-349-2010,gift_wrapping|garden_center|pharmacy,07:00-21:00,10:00-24:00,09:00-20:00,06:00-21:00,10:00-24:00,07:00-23:00,09:00-20:00
S0222,Grand Rapids Store,regular,active,42.983,-85.63,650 Market St,Grand Rapids,MI,49503,USA,895-617-3866,photo_printing|optical|garden_center|returns|pharmacy,06:00-20:00,08:00-21:00,08:00-22:00,06:00-22:00,07:00-24:00,09:00-22:00,08:00-21:00
S0223,Grand Rapids Store,regular,active,42.9993,-85.7074,987 Broadway St,Grand Rapids,MI,49503,USA,789-403-6788,returns|pharmacy|gift_wrapping,08:00-23:00,08:00-23:00,10:00-23:00,06:00-23:00,10:00-24:00,09:00-22:00,07:00-23:00
S0224,Detroit Store,flagship,active,42.3365,-83.0479,551 Oak St,Detroit,MI,48201,USA,330-643-2174,garden_center|automotive|optical,06:00-21:00,10:00-23:00,09:00-21:00,08:00-24:00,closed,08:00-23:00,10:00-20:00
S0225,Grand Rapids Store,regular,active,42.9871,-85.6667,233 Third St,Grand Rapids,MI,49503,USA,941-579-7318,gift_wrapping|garden_center|pharmacy|pickup,06:00-20:00,06:00-24:00,08:00-22:00,06:00-22:00,10:00-24:00,10:00-21:00,09:00-21:00
S0226,Detroit Store,regular,active,42.3427,-83.0632,927 Park St,Detroit,MI,48201,USA,286-391-7067,optical|garden_center|returns|pickup|gift_wrapping,09:00-23:00,10:00-21:00,08:00-23:00,06:00-20:00,10:00-22:00,07:00-21:00,10:00-20:00
S0227,Grand Rapids Store,regular,active,42.9226,-85.7003,425 Oak St,Grand Rapids,MI,49503,USA,356-903-7398,photo_printing|gift_wrapping|pharmacy|returns,08:00-24:00,08:00-24:00,06:00-21:00,06:00-21:00,10:00-22:00,06:00-22:00,10:00-21:00
S0228,Grand Rapids Store,regular,active,42.9639,-85.6713,355 Park St,Grand Rapids,MI,49503,USA,446-708-4488,optical|pickup,06:00-20:00,09:00-21:00,07:00-22:00,07:00-21:00,06:00-20:00,08:00-22:00,06:00-22:00
S0229,Detroit Store,regular,active,42.3807,-83.045,828 Market St,Detroit,MI,48201,USA,652-806-7059,optical|returns|pickup|automotive|pharmacy,07:00-23:00,06:00-24:00,06:00-23:00,10:00-20:00,06:00-21:00,08:00-24:00,07:00-23:00
S0230,Detroit Store,outlet,active,42.321,-83.016,888 Main St,Detroit,MI,48201,USA,670-609-8700,gift_wrapping|pickup,09:00-20:00,08:00-22:00,06:00-23:00,09:00-24:00,06:00-22:00,08:00-21:00,06:00-24:00
S0231,Detroit Store,regular,active,42.3775,-83.0315,576 Oak St,Detroit,MI,48201,USA,291-220-7759,optical|automotive,08:00-24:00,07:00-23:00,08:00-22:00,08:00-24:00,07:00-23:00,10:00-21:00,09:00-23:00
S0232,Detroit Store,outlet,temporarily_closed,42.3808,-83.0258,38 Park St,Detroit,MI,48201,USA,989-751-3392,gift_wrapping|pickup|optical|returns,08:00-21:00,09:00-24:00,10:00-22:00,09:00-21:00,06:00-21:00,09:00-23:00,09:00-20:00
S0233,Detroit Store,regular,active,42.3107,-83.0936,577 Third St,Detroit,MI,48201,USA,468-542-9675,pickup|photo_printing|optical,10:00-24:00,08:00-23:00,10:00-21:00,10:00-21:00,06:00-22:00,06:00-22:00,10:00-23:00
S0234,Grand Rapids Store,outlet,active,42.9619,-85.7069,676 Park St,Grand Rapids,MI,49503,USA,955-727-1419,pharmacy|garden_center,09:00-21:00,06:00-21:00,10:00-23:00,07:00-24:00,09:00-24:00,10:00-24:00,08:00-23:00
S0235,Detroit Store,express,active,42.3769,-83.0115,295 Oak St,Detroit,MI,48201,USA,906-529-6249,optical|automotive|garden_center,07:00-21:00,10:00-23:00,06:00-20:00,06:00-24:00,09:00-20:00,09:00-22:00,10:00-20:00
S0236,Grand Rapids Store,regular,active,42.9724,-85.6901,804 Elm St,Grand Rapids,MI,49503,USA,768-372-1598,pickup|pharmacy|photo_printing|automotive,07:00-20:00,closed,07:00-23:00,08:00-20:00,10:00-21:00,07:00-22:00,closed
S0237,Detroit Store,regular,active,42.3055,-82.9981,81 Second St,Detroit,MI,48201,USA,547-600-2387,gift_wrapping|garden_center|photo_printing,closed,06:00-22:00,10:00-24:00,07:00-23:00,07:00-21:00,09:00-23:00,08:00-21:00
S0238,Grand Rapids Store,regular,active,42.9246,-85.6494,999 Second St,Grand Rapids,MI,49503,USA,415-430-1479,returns|pickup|optical|pharmacy,07:00-23:00,07:00-20:00,10:00-23:00,10:00-24:00,08:00-23:00,08:00-22:00,09:00-22:00
S0239,Detroit Store,regular,active,42.3284,-83.0645,293 Third St,Detroit,MI,48201,USA,803-866-5482,photo_printing|returns,06:00-20:00,10:00-20:00,06:00-24:00,07:00-20:00,07:00-22:00,06:00-23:00,10:00-24:00
S0240,Grand Rapids Store,regular,active,42.9884,-85.7225,36 Main St,Grand Rapids,MI,49503,USA,730-330-5938,automotive|returns,09:00-20:00,09:00-23:00,08:00-22:00,10:00-21:00,10:00-21:00,09:00-22:00,09:00-21:00
S0241,Grand Rapids Store,outlet,active,42.9439,-85.6423,267 Second St,Grand Rapids,MI,49503,USA,613-422-8175,returns|optical,10:00-24:00,09:00-24:00,08:00-21:00,08:00-23:00,08:00-21:00,08:00-21:00,07:00-21:00
S0242,Detroit Store,outlet,active,42.3219,-83.0119,326 Elm St,Detroit,MI,48201,USA,439-359-6909,gift_wrapping|optical|pickup,10:00-23:00,09:00-24:00,09:00-20:00,08:00-24:00,07:00-24:00,08:00-24:00,09:00-24:00
S0243,Detroit Store,regular,active,42.3559,-82.9969,512 Main St,Detroit,MI,48201,USA,271-885-7531,pharmacy|garden_center|pickup|automotive,10:00-24:00,06:00-24:00,07:00-22:00,06:00-24:00,07:00-23:00,08:00-22:00,10:00-22:00
S0244,Detroit Store,regular,active,42.3433,-83.0436,998 Park St,Detroit,MI,48201,USA,607-944-5180,gift_wrapping|photo_printing|automotive|optical,08:00-23:00,10:00-22:00,08:00-23:00,06:00-21:00,06:00-24:00,06:00-23:00,06:00-22:00
S0245,Grand Rapids Store,regular,active,42.969,-85.6528,230 Park St,Grand Rapids,MI,49503,USA,949-323-4924,pickup|photo_printing,10:00-23:00,08:00-21:00,10:00-20:00,10:00-20:00,08:00-24:00,10:00-21:00,10:00-20:00
S0246,Grand Rapids Store,regular,active,42.9564,-85.7171,275 Second St,Grand Rapids,MI,49503,USA,225-267-4516,automotive|photo_printing|garden_center|optical|returns,10:00-23:00,08:00-24:00,06:00-21:00,09:00-21:00,10:00-23:00,08:00-22:00,closed
S0247,Detroit Store,regular,active,42.3033,-83.0896,493 Park St,Detroit,MI,48201,USA,283-707-7859,returns|automotive|garden_center|optical,07:00-20:00,08:00-20:00,07:00-20:00,09:00-20:00,08:00-20:00,08:00-24:00,07:00-22:00
S0248,Grand Rapids Store,flagship,active,42.9524,-85.6781,804 Second St,Grand Rapids,MI,49503,USA,842-993-4953,gift_wrapping|automotive,07:00-24:00,08:00-23:00,10:00-21:00,10:00-23:00,06:00-20:00,10:00-24:00,06:00-24:00
S0249,Detroit Store,regular,active,42.3532,-83.0631,919 Second St,Detroit,MI,48201,USA,873-941-7575,gift_wrapping|optical|returns|pharmacy,07:00-22:00,07:00-23:00,07:00-20:00,06:00-21:00,09:00-23:00,08:00-24:00,10:00-23:00
S0250,Detroit Store,regular,active,42.3799,-83.0557,41 Washington St,Detroit,MI,48201,USA,825-310-1317,optical|photo_printing|pickup,10:00-24:00,06:00-24:00,06:00-22:00,06:00-21:00,06:00-20:00,06:00-20:00,09:00-24:00
S0251,Detroit Store,express,active,42.2979,-83.0481,725 Oak St,Detroit,MI,48201,USA,812-530-8144,optical|pharmacy|automotive|returns,09:00-20:00,08:00-23:00,07:00-21:00,06:00-22:00,08:00-20:00,07:00-21:00,09:00-24:00
S0252,Grand Rapids Store,regular,active,42.9156,-85.6979,309 Park St,Grand Rapids,MI,49503,USA,212-289-4009,gift_wrapping|garden_center|returns|pharmacy|automotive,10:00-23:00,09:00-24:00,10:00-23:00,08:00-20:00,08:00-24:00,08:00-21:00,08:00-22:00
S0253,Fort Worth Store,regular,active,32.7812,-97.3155,200 Park St,Fort Worth,TX,76102,USA,485-977-8556,optical|photo_printing,closed,08:00-21:00,09:00-24:00,08:00-22:00,closed,07:00-20:00,closed
S0254,Fort Worth Store,outlet,temporarily_closed,32.7879,-97.3245,278 Broadway St,Fort Worth,TX,76102,USA,614-632-9520,optical|pickup|pharmacy|photo_printing|automotive,08:00-23:00,07:00-20:00,09:00-20:00,08:00-24:00,07:00-22:00,10:00-23:00,09:00-24:00
S0255,Fort Worth Store,flagship,inactive,32.7431,-97.2898,457 Second St,Fort Worth,TX,76102,USA,538-743-3515,returns|automotive|pickup,07:00-21:00,06:00-20:00,closed,07:00-20:00,closed,06:00-24:00,10:00-20:00
S0256,Houston Store,regular,active,29.7763,-95.3931,466 Main St,Houston,TX,77001,USA,826-944-5045,garden_center|gift_wrapping,08:00-23:00,07:00-23:00,06:00-22:00,06:00-22:00,07:00-24:00,06:00-21:00,10:00-21:00
S0257,San Antonio Store,regular,active,29.4476,-98.483,985 Park St,San Antonio,TX,78201,USA,252-226-5649,garden_center|gift_wrapping|returns|pickup,10:00-23:00,10:00-22:00,07:00-23:00,08:00-24:00,06:00-22:00,08:00-24:00,06:00-23:00
S0258,Houston Store,regular,active,29.7212,-95.3425,624 Second St,Houston,TX,77001,USA,216-569-6164,pickup|returns,08:00-23:00,09:00-23:00,08:00-23:00,06:00-22:00,closed,08:00-22:00,08:00-23:00
S0259,Fort Worth Store,outlet,active,32.7096,-97.3675,126 Oak St,Fort Worth,TX,76102,USA,435-332-3363,garden_center|optical|automotive|photo_printing,10:00-21:00,09:00-20:00,10:00-20:00,closed,09:00-22:00,09:00-22:00,08:00-21:00
S0260,Dallas Store,regular,active,32.728,-96.8045,939 Third St,Dallas,TX,75201,USA,565-349-6125,automotive|pharmacy|garden_center|optical|gift_wrapping,06:00-23:00,08:00-23:00,06:00-21:00,09:00-22:00,10:00-21:00,09:00-22:00,08:00-24:00
S0261,Houston Store,regular,active,29.809,-95.3539,873 Broadway St,Houston,TX,77001,USA,589-860-3773,optical|garden_center|photo_printing,06:00-23:00,07:00-21:00,10:00-22:00,08:00-21:00,06:00-20:00,07:00-22:00,08:00-23:00
S0262,Houston Store,regular,active,29.7517,-95.3711,494 Second St,Houston,TX,77001,USA,588-740-2117,pickup|returns|gift_wrapping|pharmacy|garden_center,07:00-22:00,closed,06:00-23:00,09:00-24:00,07:00-23:00,06:00-22:00,07:00-24:00
S0263,Plano Store,regular,active,33.0535,-96.7411,406 Park St,Plano,TX,75074,USA,371-501-5578,garden_center|photo_printing|gift_wrapping|returns|optical,10:00-21:00,08:00-21:00,closed,08:00-21:00,08:00-21:00,07:00-20:00,09:00-20:00
S0264,San Antonio Store,regular,temporarily_closed,29.4173,-98.4872,395 Market St,San Antonio,TX,78201,USA,763-880-4908,pharmacy|optical|garden_center|photo_printing,06:00-20:00,08:00-23:00,06:00-24:00,08:00-21:00,07:00-20:00,08:00-21:00,09:00-24:00
S0265,Fort Worth Store,express,active,32.7334,-97.3184,165 Park St,Fort Worth,TX,76102,USA,948-725-9519,garden_center|gift_wrapping|optical,closed,10:00-24:00,07:00-22:00,10:00-21:00,08:00-22:00,06:00-21:00,08:00-23:00
S0266,Plano Store,regular,active,33.0248,-96.6902,423 Broadway St,Plano,TX,75074,USA,674-836-5409,photo_printing|returns,09:00-24:00,10:00-21:00,07:00-22:00,08:00-24:00,09:00-24:00,06:00-23:00,09:00-22:00
S0267,Austin Store,regular,active,30.2914,-97.7686,768 Park St,Austin,TX,78701,USA,837-551-9253,photo_printing|garden_center|gift_wrapping,08:00-22:00,06:00-22:00,09:00-24:00,10:00-23:00,06:00-24:00,06:00-20:00,closed
S0268,San Antonio Store,regular,active,29.4283,-98.4741,147 Second St,San Antonio,TX,78201,USA,614-632-2587,pickup|photo_printing|optical,07:00-24:00,10:00-24:00,08:00-22:00,06:00-24:00,07:00-21:00,09:00-24:00,10:00-23:00
S0269,San Antonio Store,outlet,active,29.4366,-98.4802,71 Broadway St,San Antonio,TX,78201,USA,966-920-4086,pharmacy|pickup|automotive|optical|gift_wrapping,10:00-20:00,08:00-24:00,10:00-22:00,07:00-24:00,09:00-21:00,09:00-24:00,07:00-23:00
S0270,Dallas Store,regular,active,32.8258,-96.7955,300 Main St,Dallas,TX,75201,USA,344-501-8255,garden_center|pickup|automotive,06:00-21:00,06:00-23:00,06:00-22:00,10:00-23:00,10:00-20:00,06:00-20:00,06:00-22:00
S0271,Austin Store,regular,active,30.2835,-97.7246,924 Oak St,Austin,TX,78701,USA,758-570-8091,automotive|returns,09:00-24:00,closed,08:00-24:00,08:00-21:00,10:00-23:00,09:00-22:00,09:00-20:00
S0272,Austin Store,regular,active,30.2635,-97.7137,894 Market St,Austin,TX,78701,USA,304-961-5319,gift_wrapping|automotive,08:00-21:00,09:00-21:00,08:00-20:00,10:00-21:00,07:00-22:00,09:00-23:00,06:00-23:00
S0273,Arlington Store,regular,active,32.7349,-97.2623,68 Washington St,Arlington,TX,76010,USA,241-406-2860,garden_center|gift_wrapping,08:00-22:00,09:00-24:00,10:00-22:00,09:00-22:00,07:00-23:00,06:00-20:00,06:00-22:00
S0274,Houston Store,outlet,inactive,29.8038,-95.4126,730 Market St,Houston,TX,77001,USA,261-794-9229,pickup|optical|pharmacy|gift_wrapping,10:00-22:00,08:00-20:00,08:00-20:00,07:00-23:00,09:00-20:00,07:00-20:00,07:00-20:00
S0275,Dallas Store,outlet,active,32.7746,-96.8127,603 Second St,Dallas,TX,75201,USA,968-992-8382,returns|automotive|garden_center|optical|photo_printing,09:00-22:00,06:00-22:00,07:00-20:00,08:00-21:00,06:00-21:00,07:00-21:00,10:00-20:00
S0276,Plano Store,regular,active,33.0552,-96.6961,229 Third St,Plano,TX,75074,USA,533-816-5780,returns|garden_center|optical,07:00-24:00,06:00-23:00,06:00-23:00,closed,07:00-24:00,09:00-20:00,07:00-22:00
S0277,Fort Worth Store,regular,active,32.7287,-97.3469,980 Washington St,Fort Worth,TX,76102,USA,544-967-9047,pickup|gift_wrapping|optical,06:00-22:00,07:00-23:00,10:00-21:00,08:00-21:00,07:00-24:00,07:00-22:00,07:00-23:00
S0278,Fort Worth Store,regular,active,32.7178,-97.3362,582 Main St,Fort Worth,TX,76102,USA,952-202-5480,garden_center|gift_wrapping|photo_printing|optical,10:00-22:00,06:00-23:00,08:00-22:00,06:00-24:00,06:00-24:00,10:00-23:00,07:00-20:00
S0279,San Antonio Store,regular,active,29.3896,-98.5012,739 Oak St,San Antonio,TX,78201,USA,906-545-6717,garden_center|returns|gift_wrapping,09:00-20:00,10:00-20:00,08:00-22:00,09:00-23:00,10:00-20:00,07:00-20:00,06:00-23:00
S0280,Arlington Store,regular,active,32.69,-97.18,135 Elm St,Arlington,TX,76010,USA,490-450-2431,gift_wrapping|returns|pharmacy|garden_center,09:00-21:00,07:00-21:00,06:00-21:00,07:00-23:00,09:00-24:00,08:00-22:00,10:00-24:00
S0281,Austin Store,regular,active,30.3077,-97.7647,426 Main St,Austin,TX,78701,USA,626-401-6877,garden_center|pharmacy|optical|photo_printing|automotive,08:00-21:00,06:00-24:00,07:00-22:00,06:00-24:00,09:00-24:00,07:00-24:00,10:00-20:00
S0282,Dallas Store,regular,active,32.7389,-96.8113,435 Third St,Dallas,TX,75201,USA,809-877-7994,photo_printing|pickup|pharmacy|returns,10:00-23:00,07:00-20:00,07:00-22:00,09:00-22:00,06:00-23:00,06:00-23:00,07:00-22:00
S0283,Austin Store,regular,active,30.2627,-97.7253,47 Oak St,Austin,TX,78701,USA,207-327-1234,automotive|pharmacy,08:00-23:00,07:00-20:00,10:00-23:00,07:00-21:00,06:00-21:00,10:00-24:00,06:00-23:00
S0284,Houston Store,flagship,active,29.8065,-95.397,106 Elm St,Houston,TX,77001,USA,828-718-6476,returns|gift_wrapping|pharmacy|pickup|automotive,07:00-21:00,06:00-24:00,10:00-20:00,08:00-20:00,09:00-21:00,10:00-22:00,07:00-23:00
S0285,Dallas Store,regular,active,32.8173,-96.8245,205 Third St,Dallas,TX,75201,USA,934-886-9653,gift_wrapping|photo_printing|returns|optical|garden_center,07:00-23:00,10:00-20:00,10:00-21:00,10:00-23:00,07:00-24:00,09:00-22:00,06:00-20:00
S0286,Arlington Store,flagship,active,32.7721,-97.2294,799 Market St,Arlington,TX,76010,USA,957-846-1746,photo_printing|gift_wrapping|pharmacy|pickup,07:00-22:00,08:00-21:00,06:00-21:00,06:00-23:00,08:00-20:00,07:00-23:00,09:00-24:00
S0287,Plano Store,regular,active,33.0232,-96.6735,537 Washington St,Plano,TX,75074,USA,865-879-9983,gift_wrapping|pharmacy|garden_center|photo_printing,10:00-20:00,06:00-24:00,08:00-20:00,09:00-23:00,06:00-23:00,10:00-24:00,07:00-22:00
S0288,Plano Store,regular,active,33.0351,-96.6755,377 Park St,Plano,TX,75074,USA,985-945-9722,returns|photo_printing|pharmacy,09:00-20:00,09:00-20:00,closed,10:00-21:00,closed,07:00-22:00,closed
S0289,New Orleans Store,regular,active,29.9486,-90.296,276 Market St,New Orleans,LA,70112,USA,828-599-4192,optical|garden_center|pickup|returns,09:00-22:00,09:00-23:00,10:00-23:00,10:00-21:00,07:00-20:00,07:00-24:00,09:00-23:00
S0290,Baton Rouge Store,regular,active,30.4243,-91.2029,299 Third St,Baton Rouge,LA,70801,USA,944-960-7842,returns|garden_center|optical,07:00-22:00,06:00-23:00,07:00-24:00,09:00-21:00,07:00-21:00,08:00-24:00,09:00-20:00
S0291,Baton Rouge Store,regular,active,30.4772,-91.182,890 Oak St,Baton Rouge,LA,70801,USA,686-398-4081,automotive|photo_printing|pharmacy|returns,10:00-24:00,10:00-22:00,08:00-21:00,07:00-22:00,06:00-23:00,07:00-22:00,07:00-23:00
S0292,New Orleans Store,regular,active,30.0003,-90.2714,281 Park St,New Orleans,LA,70112,USA,361-350-9545,gift_wrapping|automotive|garden_center,08:00-24:00,06:00-23:00,08:00-24:00,06:00-24:00,09:00-22:00,08:00-22:00,09:00-21:00
S0293,Baton Rouge Store,regular,active,30.4201,-91.2118,529 Elm St,Baton Rouge,LA,70801,USA,580-360-6980,photo_printing|pharmacy|automotive|optical,08:00-22:00,08:00-22:00,10:00-21:00,06:00-20:00,06:00-23:00,10:00-23:00,06:00-20:00
S0294,New Orleans Store,outlet,active,29.9963,-90.2343,436 Park St,New Orleans,LA,70112,USA,417-233-4522,pickup|photo_printing|automotive|returns|gift_wrapping,06:00-24:00,06:00-20:00,closed,08:00-23:00,closed,08:00-23:00,09:00-21:00
S0295,New Orleans Store,regular,active,29.9442,-90.2389,239 Washington St,New Orleans,LA,70112,USA,525-371-3952,photo_printing|automotive|garden_center|gift_wrapping|optical,09:00-21:00,07:00-20:00,10:00-23:00,09:00-21:00,10:00-24:00,06:00-23:00,08:00-22:00
S0296,New Orleans Store,regular,active,29.9227,-90.2295,924 Oak St,New Orleans,LA,70112,USA,819-477-5612,returns|optical|gift_wrapping|automotive,09:00-21:00,closed,07:00-22:00,10:00-21:00,10:00-24:00,08:00-21:00,09:00-22:00
S0297,New Orleans Store,regular,active,29.9602,-90.2818,715 Oak St,New Orleans,LA,70112,USA,552-350-5346,optical|garden_center|photo_printing|gift_wrapping|pharmacy,06:00-20:00,10:00-24:00,08:00-22:00,07:00-24:00,10:00-22:00,07:00-23:00,10:00-24:00
S0298,Baton Rouge Store,regular,active,30.4708,-91.1883,477 Elm St,Baton Rouge,LA,70801,USA,711-564-2690,optical|automotive|gift_wrapping,10:00-21:00,09:00-23:00,10:00-22:00,10:00-21:00,10:00-21:00,06:00-21:00,09:00-23:00
S0299,Baton Rouge Store,regular,active,30.4333,-91.2056,147 Broadway St,Baton Rouge,LA,70801,USA,488-285-3066,returns|pharmacy|photo_printing,07:00-21:00,10:00-22:00,07:00-21:00,06:00-23:00,09:00-24:00,08:00-21:00,09:00-23:00
S0300,New Orleans Store,regular,active,29.9167,-90.215,820 Market St,New Orleans,LA,70112,USA,574-626-5305,photo_printing|gift_wrapping|pickup|optical|garden_center,07:00-20:00,closed,08:00-20:00,06:00-23:00,08:00-20:00,07:00-23:00,08:00-22:00
S0301,Baton Rouge Store,outlet,active,30.4288,-91.1834,720 Third St,Baton Rouge,LA,70801,USA,517-825-2009,garden_center|photo_printing|optical,07:00-20:00,closed,06:00-20:00,09:00-21:00,08:00-24:00,09:00-24:00,09:00-21:00
S0302,New Orleans Store,regular,active,29.91,-90.2579,440 Second St,New Orleans,LA,70112,USA,451-687-8452,returns|photo_printing|automotive,closed,08:00-21:00,09:00-24:00,10:00-20:00,07:00-24:00,07:00-22:00,09:00-21:00
S0303,New Orleans Store,regular,active,29.9242,-90.2564,669 Park St,New Orleans,LA,70112,USA,366-206-7936,pharmacy|returns,closed,09:00-22:00,10:00-24:00,08:00-20:00,08:00-21:00,09:00-21:00,08:00-22:00
S0304,New Orleans Store,flagship,active,29.9473,-90.26,432 Washington St,New Orleans,LA,70112,USA,433-757-4281,optical|pharmacy|gift_wrapping,10:00-22:00,09:00-24:00,09:00-23:00,09:00-21:00,08:00-21:00,09:00-24:00,10:00-24:00
S0305,New Orleans Store,regular,active,29.9808,-90.2216,241 Main St,New Orleans,LA,70112,USA,566-608-8179,returns|photo_printing,06:00-24:00,10:00-22:00,10:00-23:00,07:00-23:00,09:00-23:00,06:00-20:00,06:00-23:00
S0306,Baton Rouge Store,regular,temporarily_closed,30.4412,-91.1512,156 Third St,Baton Rouge,LA,70801,USA,423-718-2994,gift_wrapping|optical,06:00-22:00,10:00-21:00,08:00-20:00,07:00-24:00,10:00-24:00,08:00-24:00,09:00-21:00
S0307,New Orleans Store,regular,active,29.9813,-90.2357,547 Market St,New Orleans,LA,70112,USA,901-664-2760,automotive|pickup|optical|garden_center,06:00-22:00,06:00-20:00,10:00-22:00,08:00-23:00,07:00-24:00,10:00-21:00,08:00-22:00
S0308,New Orleans Store,regular,active,29.9369,-90.2235,892 Broadway St,New Orleans,LA,70112,USA,713-629-9124,pickup|garden_center|automotive|pharmacy|photo_printing,06:00-24:00,06:00-20:00,06:00-20:00,09:00-22:00,closed,08:00-21:00,09:00-24:00
S0309,New Orleans Store,regular,active,29.936,-90.23,177 Main St,New Orleans,LA,70112,USA,739-427-3556,gift_wrapping|photo_printing|pickup|garden_center|returns,06:00-21:00,09:00-23:00,10:00-24:00,10:00-20:00,08:00-24:00,08:00-24:00,06:00-21:00
S0310,Baton Rouge Store,flagship,active,30.4785,-91.1904,920 Main St,Baton Rouge,LA,70801,USA,603-358-1768,pharmacy|automotive|gift_wrapping|pickup,07:00-24:00,09:00-20:00,07:00-22:00,08:00-23:00,06:00-21:00,10:00-20:00,09:00-22:00
S0311,Baton Rouge Store,regular,active,30.411,-91.1873,48 Oak St,Baton Rouge,LA,70801,USA,828-419-3891,automotive|pharmacy,06:00-24:00,10:00-21:00,09:00-24:00,06:00-20:00,07:00-20:00,08:00-22:00,06:00-20:00
S0312,New Orleans Store,regular,active,29.9161,-90.2764,847 Park St,New Orleans,LA,70112,USA,685-759-6714,optical|automotive|garden_center|gift_wrapping|pharmacy,07:00-20:00,07:00-20:00,08:00-24:00,07:00-20:00,10:00-21:00,06:00-21:00,09:00-22:00
S0313,Baton Rouge Store,outlet,active,30.4962,-91.1441,34 Market St,Baton Rouge,LA,70801,USA,233-534-2885,automotive|returns|gift_wrapping|garden_center,09:00-20:00,08:00-23:00,09:00-23:00,07:00-24:00,10:00-24:00,10:00-20:00,10:00-21:00
S0314,New Orleans Store,regular,inactive,29.9775,-90.2732,715 Elm St,New Orleans,LA,70112,USA,946-553-9573,optical|pickup|automotive,09:00-23:00,08:00-22:00,06:00-22:00,07:00-20:00,09:00-20:00,08:00-24:00,09:00-23:00
S0315,New Orleans Store,regular,active,29.9708,-90.2289,19 Main St,New Orleans,LA,70112,USA,725-369-4336,photo_printing|optical,07:00-21:00,09:00-20:00,07:00-20:00,07:00-21:00,08:00-21:00,09:00-20:00,09:00-21:00
S0316,New Orleans Store,regular,active,29.9076,-90.2644,835 Main St,New Orleans,LA,70112,USA,929-866-5670,pharmacy|garden_center,08:00-24:00,08:00-20:00,06:00-20:00,08:00-21:00,06:00-24:00,09:00-23:00,10:00-20:00
